සෙල්ලිපි අංකය,අක්ෂර පරිවර්තනය,පරිවර්තනය
1111,1111 [6] (1) සිධ [|] සිහස බමණහ ඣිතය උපශික-දෙවහ ලෙණෙ(2) ශගශ,යහපතක් වේවා ! බ්‍රාහ්මණ සීහගේ දියණිය වන උපාසිකා දෙවාගේ ලෙණ සංඝයාට [දෙන ලදී].
1112,1112 [7] උපලවී-වශික තිශ-තෙරහ පිතහ උපලවි-වසික උපසක-චුඩ-හොණහ ලෙණෙ (සංකේත අංක 8) ශගශ,උපලවිහි වාසය කරන තිස්ස තෙරුන්ගේ පියාණන් වන උපලවිහි වාසය කරන උපාසක චුඩ-හොණගේ ලෙණ සංඝයාට [දෙන ලදී].
1113,1113 [8] උවසක-(චුඩ)-හොණහ ලෙණෙ,උපාසක චුඩ-හොණගේ (චූළ-සොණ) ලෙණ.
1113a,1113a [1] සිටවිය වළ-මලයහ[2] (පු)ත වහණක-අහ(ලිය)[3] ලෙණෙ ශගශ නි[ය]තෙ,සටවියහි වළ-මලයගේ පුත් වන වහණක අහ(ලිය)ගේ ලෙණ සංඝයාට පවරා දෙන ලදී.
1114,1114 [1] (1) .............. ව-වසික(2) ........... (ස)ගිකෙ ...........(3) ...........උපසික තිසිය ලෙණෙ,............. හි වාසය කරන ............. සංඝයාට අයත් ............. උපාසිකා තිස්සාගේ ලෙණ.
1115,1115 [2] උපසක-ධතහ තුභෙ,උපාසක දත්තගේ ස්තූපය.
1116,1116 [3] සිධ ගමික ති .............,යහපතක් වේවා ! ගම් ප්‍රධානි ති .............
1117,1117 [4] (1) උපසක-මකහ ලෙණෙ(2) උපසික-තිසය ලෙණෙ සගිකෙ,උපාසක මකගේ ලෙණ සහ උපාසිකා තිස්සාගේ ලෙණ සංඝයාට අයත් වෙයි.
1118,1118 [5] (1) උපසක තිසහ විහර-තුබ කරිති බතර-පිත චෙතිය අඨය අඩ-කරිහි ධිනෙ(2) ඉත උපසකහ පුතහ උපසක-කඩිය ලෙණෙ අගත-අනගත ඡතු-ධිසික-සගයෙ නියතෙ,"උපාසක තිස්ස කරවන ලද විහාරයෙහි ස්තූපය, (ඔහු විසින්) වැඩිමහල් සහෝදරයා සහ පියාණන්ගේ චෛත්‍යය සඳහා කරීස භාගයක් දෙන ලදී. මෙම උපාසකගේ පුත් වන කඩිගේ ලෙණ පැමිණියාවූත් නොපැමිණියාවූත් සතරදෙස සංඝයාට පවරා දෙන ලදී."
1119,1119 [6] උපසක-චිතකර-දතහ පුත කඩහ ලෙණෙ  සගිකෙ,උපාසක දත්ත නම් සිත්තරාගේ පුත් වන කඩගේ ලෙණ සංඝයාට.
1120,1120 [7] (1) සිධ [|] විහර-මවිත පරිහ-චත-ගොවක-ශිවහ ලෙණෙ(2) ච[තු-දිසික-ස]ගයෙ නියතෙ නක-රජහ රජහි මවිතෙ,"යහපතක් වේවා, (මෙම) විහාරය ඉදිකරන ලද අය වන ඡත්‍රධාරී සිවගේ ලෙණ සතරදෙස සංඝයාට පවරා දෙන ලදී. (ආරාමය) නාග රජුගේ රාජ්‍ය කාලයේ දී ඉදිකර ඇත."
1121,1121 සිදම් | උපසක මහනකළහ ලෙණෙ භිඛු-සගහටය නියතෙ,යහපතක් වේවා | උපාසක මහනකළගේ ලෙණ සංඝයාට පවරා දෙන ලදී.
1122,1122 (1) සිදම් [|] කඩහලක-වවි-හමික වොහර-(2) නකහ අනුළයහ (3) මණිකර ...........තිණි-ඣනන ලෙණෙ,"යහපතක් වේවා ! කඩහලක-වවි හිමි, නීතිඥ නාගගේ, අනුළයගේ සහ මැණික්කරු .............(නම්) තිදෙනාගේ ලෙණ."
1123,1123 [1] උපශික දුතය ලෙණෙ,උපාසිකා දුතාගේ ලෙණ.
1124,1124 [2] උපශික නදිලිය ලෙණෙ,උපාසිකා නදිලිගේ ලෙණ.
1125,1125 [1] (1) පරුමක-බකිනිය-වෙළහ ලෙණෙ(2) අහලි-පුත පරුමක-දතහ ලෙණෙ  ශගශ,ප්‍රමුඛ භාගිනේය වෙළගගේ ලෙණ. අහලිහේ පුත් වන ප්‍රමුඛ දත්තගේ [ද] ලෙණ සංඝයාට [දෙන ලදී].
1126,1126 [2] (1) පරුමක-දිගපියික-තිසහ ලෙණෙ(2) චතුදිසික සගයෙ නියතෙ,ප්‍රමුඛ දිගපියික තිස්සගේ ලෙණ සතරදෙස සංඝයාට පවරා දෙන ලදී.
1127,1127 [3] පරුමක-ගොඩහ මරුමකනක උතලිය-මතය උපසික-හුමනය ලෙණෙ,ප්‍රමුඛ ගොඩගේ මුණුබුරා වන උතලිගේ මව වූ උපාසිකා හුමනගේ ලෙණෙ.
1128,1128 [4] සිධ [|] පණදක චුඩ-හණෙයහ පුත-මජක-අබහ ලෙණෙ  සග නියතෙ,යහපතක් වේවා ! වාණිජ අධ්‍යක්ෂක චුඩ-හණෙයගේ පුත් වන මංජුක අභයගේ ලෙණ සංඝයාට පවරා දෙන ලදී.
1129,1129 [5] (1) නක-නකරක-වපි-හමික උපසක-දතහ ලෙණෙ උපසක-හුම ච ලෙණෙ(2) ශගශ,නක-නකරක වැව හිමි උපාසක දත්තගේ ලෙණ සහ උපාසක හුමගේ ලෙණ සංඝයාට [දෙන ලදී].
1130,1130 [7] අනුළපි-වපි-හමික පරුමක-මහ-වෙබලිය ලෙණෙ ශගශ,අනුළපි වැව හිමි ප්‍රමුඛ මහ-වෙබලිගේ ලෙණ සංඝයාට [දෙන ලදී].
1131,1131 [6] නා[වි]කහ මතය උපසික-සමණිය ලෙණෙ චතු-දිස-සඝ පටිථපිතෙ,නාවිකයාගේ මෑණියන් වන උපාසිකා සමණිගේ ලෙණසතරදෙස සංඝයා උදෙසා පිහිටුවී.
1132,1132 [8] නකොඩපික-වපි-හමික පරුමක-මහදතහ පුත පරුමක-දිගදතහ ලෙණෙ සඝස,නකොඩපික වැව හිමි ප්‍රමුඛ මහාදත්තගේ පුත් වන ප්‍රමුඛ දිඝදත්තගේ ලෙණ සංඝයාට [දෙන ලදී].
1133,1133 [9] මිත-තෙරහ බකිනිය උපසික-රුවලය ලෙණෙ චතු-දිසික-ශගශ,මිත්ත තෙරුණ්ගේ බාල සොයුරිය වන උපාසිකා රුවලාගේ ලෙණ සතරදෙස සංඝයාට [දෙන ලදී].
1134,1134 [10] (1) දත-තෙරහ මතය උපසික-තිසය ලෙණෙ ජෙට-පුත-තිශහ එක මච-තන(2) පරුමක-පඩිතහ පුතහ චතු-දිසික ශගශ,"දත්ත තෙරුණ්ගේ මෑණියන් වන උපාසිකා තිස්සාගේ ලෙණ සහ වැඩිමහලු පුත් තිස්සගේ සයනය තිබූ ස්ථානය - ප්‍රමුඛ පණ්ඩිතගේ පුතණුවන්ගේ, - සතරදෙස සංඝයාට දෙන ලදී."
1135,1135 [11] (1) උපතිශ-තෙරහ බගිනිය ලෙණෙ අගත-අනගත චතු-දිශ-ශඝයෙ(2) නියතෙ,උපතිස්ස තෙරුණ්ගේ සොයුරියගේ ලෙණ පැමිණියාවූත් නොපැමිණියාවූත් සතරදෙස සංඝයාට පවරා දෙන ලදී.
1136,1136 [12] (1) පරුමක බමණහ පුත(2) දනුකය-ගුතහ ලෙණෙ(3) සගශ,ප්‍රමුඛ බ්‍රාහ්මණගේ (නම්) පුත් වන ගුත්ත දුනුවායාගේ ලෙණ සංඝයාට [දෙන ලදී].
1137,1137 [13] උපසික-රුගය ලෙණෙ උපසික-තිසය ලෙණෙ උපසික-සිවය මච-තන අගත-අනගත-චතු-දිශ-සඝශ,"උපාසිකා රුගගේ ලෙණ, උපාසිකා තිස්සාගේ ලෙණ, උපාසිකා සිවාගේ සයනය තැබූ ස්ථානය පැමිණියාවූත් නොපැමිණියාවූත් සතරදෙස සංඝයාට [දෙන ලදී]."
1138,1138 [14] (1) පරුමක-ගුඩහ අබක උවසික-හුජතය ලෙණෙ(2) චතු-දිසික-සග-(3) යෙ නියතෙ,ප්‍රමුඛ ගුඩගේ භාර්යාව වන උපාසිකා සුජාතාගේ ලෙණ සතරදෙස සංඝයාට පවරා දෙන ලදී.
1139,1139 [15] (1) සි [|] උපසක-අබහ මළ උවසක-සගහ ච උවසික-කළිය ච(2) සග නියතෙ දස-පරිකරෙ උවනි[කිතෙ],උපාසක අභයගේ බාල සහෝදරයා වන උපාසක සංඝ විසින් සංඝයා වෙත පවරන ලද දාස පිරිකර තැන්පත් කරන ලදී.
1140,1140 [16] (1) පරුමක-අබහ පුතහ පරුමක-ගුඩහ(2) ලෙණෙ චතුදිසික-සගය(3) [නිය]තෙ,ප්‍රමුඛ අභයගේ පුත් වන ප්‍රමුඛ ගුඩගේ ලෙණ සතරදෙස සංඝයාට පවරා දෙන ලදී.
1141,1141 ............ ස පුත ලපන-තිසය පුත ක[වි]-හඣයහ පුත තිසහ ලෙණෙ (සගස) දනෙ,...............ගේ පුත් වන ලේඛක තිස්සගේ පුත් වූ කාව්‍යකරු හඣය (සංජය) පුත් වන තිස්සගේ ලෙණ (සංඝයාට) දෙන ලදී.
1142,1142 [1] තිස-තෙර කටු දිනෙ මත-පිතයෙ අයද-අබහ  මරුමකනක ගමික-සුමහ ලෙණෙ,තිස්ස තෙරුණ්ගේ මව්පියන් සඳහා දෙන ලද අයද-අභයගේ මුණුබුරා වන ගම් ප්‍රධානි සුම්මගේ ලෙණ.
1143,1143 [2] උපසක-පලහ ලෙණෙ චතු-දිසික-සගය නියතෙ,උපාසක පාලගේ ලෙණ සතරදෙස සංඝයාට පවරා දෙන ලදී.
1144,1144 [3] උපසික මකිය දොර,උපාසිකා මකිගේ ද්වාරය.
1145,1145 [4] (1) සිධම් [|] [පෙ][හෙ]කර-ගමකහි(2) සුමහ ලෙණෙ මළ-තිසහ ලෙණෙ(3) ච[තු]-ධිසය බිකු-සගහ=ටය නියතෙ,යහපතක් වේවා ! පෙහෙකාරගමක හි සුම්මගේ ලෙණ [සහ] [ඔහුගේ] මයිළන්නුවන්ගේ වන තිස්සගේ ලෙණ සතරදෙස භික්ෂුසංඝයාගේ පහසුව සඳහා පවරා දෙන ලදී.
